smile,y
C\1C\C=C/CC\C=C/CC/C=C1,-5.3651562541
CC(CCN(CCC(C)CC(C)(C)C)C(=S)S[Zn]SC(=S)N(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C,-6.1025269393
CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,-6.2145248951999985
CCCCC(CC)CNC(=O)CCCCCC(C)C,-5.731545252999999
CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)OC2[C@H](C)O[C@H](C[C@@H]2OC)OC3[C@@H](C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O[C@H]6C[C@@H](C\C=C3/C)O[C@@]7(C6)O[C@@H]([C@@H](C)C=C7)C8CCCCC8)[C@]45O)C,-7.5558815137
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-6.183335848
c1cc2ccc3cccc4ccc(c1)c2c34,-6.1787966156
CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,-6.40319542
CCC(CC)CC1(CCCCC1)C#N,-6.5873382321000005
COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O,-6.9290130346000005
CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,-7.2523945018
CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12,-7.6382805905
CCCCCCCC\C=C/CCCCCCCCNCCCN,-8.2501920599
O=[V]=O,-4.4002500912
CCCCCCCCCCCC[n+]1ccccc1,-0.4539105371
Cc1cccc(C)c1OCC(O)=O,-2.2566445306
CCCCC(CC)C(=O)O[Co]OB(O[Co])O[Co](OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,-1.8254561435
CC(=O)c1ccc(O)cc1,-1.1383824511
Nc1ccc2cc(c(N=Nc3ccc(N=Nc4cccc(C([O-])=O)c4O)c5ccccc35)c(O)c2c1)[S]([O-])(=O)=O,-2.7868204517
CC(C)=CCC\C(C)=C\C=C\C(C)=O,-3.2972120668
C=CN1CCN(C=C)C1=O,-1.1558864442
Nc1cc(ccc1O)[N+]([O-])=O,-2.2056018566
O=[Ca],-1.7683268794999998
CCC1=C(O)C(=O)C=CO1,-1.1759580204
COC(=O)Cc1ccccc1,-2.2114017234
O[S](O)(=O)=O,-4.2262964158999985
Cc1c(Cl)cccc1[N+]([O-])=O,-3.2706864295
[O-][P]([O-])([O-])=O,-3.0559869634
CCCCCCCl,-3.1223887332
CC(=C)C(=O)OCC(F)(F)F,-2.2684756839
[O-][N+](=O)O[Bi](O[N+]([O-])=O)O[N+]([O-])=O,-2.642008137
CCCCCCC(C)=O,-2.1536963273
CCCCC/C=C/CC(CC(O)=O)C(O)=O,-2.4042405739
CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O,-3.4953596006
C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,-4.4930858187
O=C(Nc1ccccc1)Nc2ccccc2N[S](=O)(=O)c3ccccc3,-4.5784028785
CCCCC(CC)COC(=O)C=C,-4.2832046138
CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC,-4.9288559714
CC(=O)OC1CC2CC1C3CCCC23,-3.3380498278
CCS,-0.8459165595999999
CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,-2.5951754429
C[C@H](CCC=C(C)C)CC=O,-3.243750947
CC(C)c1ccc(CCC=O)cc1,-3.3026567859
CCCCBr,-2.1977641867
CCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O,-3.6091104804
CCCOC(C)OCCc1ccccc1,-3.3841929036
COC(OC)C(C)(C)CC=C(C)C,-3.3397616042
COC(C)(C)C1CCC(=CC1)C,-3.2966135776
CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,-3.2357622441000005
[O-][N+](=O)c1cc(Cl)ccc1Cl,-3.3642253983
CC/C(C)=C/CCC(C)(O)C#C,-2.3027678878
CO[Si](CCCOC(=O)C(C)=C)(OC)OC,-3.4779807224
OB(O)c1ccc(C=O)cc1,-2.2673846672
CC(=O)CC(C)(C)c1ccccc1,-2.337666283
CCCCCOC(=O)CC,-2.2505224040000003
FC(F)=C(F)Cl,-2.1609542979
CCCCCCCCCCCCOCCO,-1.4593774078
NCCCCCCCCCCC(O)=O,-2.4007753619
CCCCOC(=O)c1ccccc1N,-3.3830205262
CCCC[Sn](CCCC)(CCCC)CCCC,-4.596065772
CCC(C)(OOC(C)(C)C)OOC(C)(C)C,-4.4507609201
S(c1ccccc1)c2ccccc2,-4.3606078686
CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O,-3.8390840609
CCO,1.2336682179
COc1ccc(OC)cc1,-2.2455315279
CCC(C)(CCC(C)C)C([O-])=O,-2.7160174073000003
C/C=C/C(=O)C1C(C)C=CCC1(C)C,-3.3963665007
CCCCC/C=C/CCC=O,-3.301742894
CN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(C)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-3.0693211517
Cc1cc(C)c(C)c(O)c1,-2.2522030039
CC(F)(F)F,-2.043101387
CC(C)(O)C(=O)c1ccc(OCCO)cc1,-1.4699304792
CN=C=S,-0.9832225904
CC(C)CCCCCCCO,-3.3243784972
CCC([O-])=O,-0.4376623173
CCOC(=O)C1OC1c2ccccc2,-2.4096512377
CC(C)CCCC(C)(C)O,-2.2869836341
CCC(=O)OCc1ccccc1,-2.344979827
CC(=O)OC1(CCCCC1)C#C,-2.352215179
CCN(CC)CC,-0.1376829835
CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN,-3.7183913352
CSC,-0.9312189022
CNC([S-])=S,0.747325108
Nc1cc(Cl)c(Cl)cc1Cl,-3.4359504856
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.506108364
OC(=O)c1cc2ccccc2cc1O,-3.4172455835
CC(C)c1cccc(c1)C(C)CC=O,-3.6773468456
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,-3.9228515135
CCCCC,-3.006984006
COc1cc(\C=C\C)ccc1O,-2.3647374971
Cc1ccc(C=O)cc1C,-2.277035079
C[C@@H]2O[C@@H]2[P](O)([O-])=O,-0.5941393378000001
[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,-1.0993150407
CCCCOC(C)=O,-1.2199585633
COc1cc(C=O)cc(c1O)[N+]([O-])=O,-2.4496899299
CCN(CC)c1cccc(NC(C)=O)c1,-2.4693780306
O=[Pb],-3.5023551324
CCCC(CC)COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-7.098737149600001
[O-][P]([O-])([O-])=O,-4.6051146656
CCC(C)(C)C1CCCCC1OC(C)=O,-4.4462039036
OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,-4.6202577876
CC(C)(C)CC(C)(C)c1ccc(O)cc1,-4.4694622333
CCCCCCCCCc1ccc(O)cc1,-4.4980268403
CCCCCCCCCCCCCCCCCC[NH+](C)C,-4.6786900339
CCCC[N+](CCCC)(CCCC)CCCC,1.3320248442
CC(C)=CCC\C(C)=C\CO,-2.3519095035
COc1ccccc1OC,-1.3149750669
[O-][S](=O)(=O)c1cccc(c1)[S]([O-])(=O)=O,0.3709472853
CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,-2.7785623319
CCCCCCOC,-2.2450853258000003
[O-][N+](=O)c1cc(ccc1Cl)C(F)(F)F,-2.5337046723
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.7709815003
CC(C)c1ccc(cc1)C(C)CC=O,-3.4598629014
CC1CC(=CC(C)C1CO)C,-2.3711973931
CC/C(C)=C/CCC(C)(O)C=C,-2.4091286640000003
O=C(OCC1CO1)c2ccc(C(=O)OCC3CO3)c(c2)C(=O)OCC4CO4,-2.7622964758
CCCCC(CC)C(=O)OCC,-3.423291255
CCOc1ccccc1OCC,-2.41045076
C\C=C\C,-1.9394650737
OCC(O)C(O)C(O)CO,0.6252744890999999
CC(=C)C=C,-2.0257332357
CCCCCCCC/C=C/CCCCCCCCNCCCNCCCNCCCN,-3.8360757577
CC(C)CCCC(C)CCO,-3.3932597866000003
CC(=O)c1ccccc1,-1.2803868403
CCCCCC(O)C(/C)=C/CC,-3.4318638977
CCCCOC(=O)CCC,-2.3610477791
OC(=O)c1ccccc1C(O)=O,-1.4245732761
O=CC1CCC2C3CCC(C3)C12,-2.4199676473
CC(C)c1ccccc1C(C)C,-2.4977135853
Cc1cccc(C)c1O,-1.292396158
CCC(O)c1ccccc1,-2.3403675905
CC(=O)c1cccc(c1)C(F)(F)F,-2.4821079167
Nc1ccc(Cl)cc1Cl,-2.4171742578
CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,-3.4963238418
[O-][P]([O-])([O-])=O,-3.4683853884
CC/C=C/CC/C=C/C=C,-3.34190657
OC\C=C/CO,0.8466851642000001
CCOCCOCCOCCOC(=O)C(C)=C,-0.6030114261
CCCCCCCCCC(O)=O,-3.4452161366000005
CC(C)C,-2.977604072
CCCC,-2.977604072
CC,-2.6913820060000004
OC(=O)Cc1ccc(O)cc1,-0.3990804112
COc1ccc(COC(C)=O)cc1,-2.4740066421
[NH4+],1.0233941334
Nc1nc(N)nc(n1)c2ccccc2,-2.4941685135
CC(C)(C)C1CCC(CC1)OC(=O)C=C,-3.539328096
Brc1ccc(Br)c(C=C)c1,-4.5787304077
COC(=O)c1nc(Cl)c(Cl)nc1N,-4.5348386091
CCCCCCCC\C=C/CCCCCCCC(=O)N(CCCC)CCCC,-4.788985440799999
CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,-4.5442204359
CCCCCCCCCOC(C)=O,-4.4708606495
CCCCCCCCCCCC(CC)CCCCCCC(CC)CCCCCCC,-5.4050532611
c1ccc2ccccc2c1,-4.3112256046
CC(=C)[C@@H]1CCC(=CC1)C,-4.346837785
CC\C=C/CCOC(=O)C\C=C/CC,-4.5097094839
CCCCCCCCCCCC(=O)OCC(O)CO,-4.6602344394
CCOC(=O)c1ccccc1,-2.3999022404
OC(=O)CCc1ccccc1,-1.4057514128
CC(C)=CCC\C(C)=C\C=O,-2.4116682055000003
CC(C)C(=O)C(C)(C)CC=C(C)C,-3.4892158636
Oc1ccc(C=C)cc1C=C,-3.3940626837
Nc1ccc(Cl)cc1O,-2.3906599281
CCOc1ccc(cc1)C(O)=O,-2.4548997462
[O-]C([O-])=O,-5.5472319177
Nc1c(Cl)cc(cc1Cl)C(F)(F)F,-3.591642752
CNCCCN1c2ccccc2CCc3ccccc13,-3.6576170412
CCCCCCCCC(O)CO,-2.4785789552
CCC(C)C1CCCCC1=O,-2.427057806
COc1cc(C=O)ccc1OC(=O)C(C)C,-2.5886676064
Cc1ccccc1,-2.2062982993
Cc1cc(N\N=C/2C(=O)C(=Cc3ccccc23)C([O-])=O)c(cc1Cl)[S]([O-])(=O)=O,-3.9441003714
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O,-3.7003596507
CCc1ccc(CC(C)(C)C#N)cc1,-3.3513392636000003
ClCCCCCCCl,-3.4346473299
CCOc1ccccc1,-2.3318416428
C=CCOC(=O)COc1ccccc1,-2.5363732086
[NH4+],1.0867760203
CN[S](=O)(=O)c1cc(OC)c(N)cc1OC,-3.6510805625
O[P](O)(O)=O,0.5376020021
NC(N)=O,0.9578400994
[C-]#[O+],-3.2920233513
CC(CCOC(=O)C=C)CCOC(=O)C=C,-2.6214335505
Nc1cccc(Cl)c1,-1.3733684129
CC(=O)OC1CCC2CCCCC2C1,-3.5605044152
CCCCCCCCCCCCCCC(C)c1cc(C)cc(C)c1O,-7.3357073226999985
O[S](O)(=O)=O,-3.3330935045
FC(F)(F)C(F)(F)F,-2.4239072122
CC(C)=CCC\C(C)=C/CCC=O,-3.5383035446
CC(=C)C(=O)Oc1ccccc1,-2.4948513605
CC([O-])=CC(C)=O,-1.6975300994
CN(C)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-2.7113870277
CC(=O)CC(C)(C)C1CCCCC1,-3.5481536429
CC(C)C1CCC(C)CC1O,-2.4880091207
[O-][Mo]([O-])(=O)=O,-2.6343205414
Nc1ccc(Nc2ccccc2)cc1,-2.5631304762
CCC(C)C(=O)N(C)c1ccccc1,-1.5805795126
CO[Si](C)(OC)C=C,0.5776235848
NC(=O)c1cccnc1,0.6121583154
CNc1ccc(O)cc1,-0.838079267
Cc1cc(C)cc(O)c1,-1.3879839049
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,-2.772789495
CC(C)CC(=O)CC(C)C,-2.4540578458
COc1ccc(CC=C)cc1OC,-2.5520132395
Nc1ccc2c(O)cc(cc2c1)[S](O)(=O)=O,-2.6798855726
C=CC1CCC=CC1,-3.3351930307
CCCCCCCC/C=C/CCCCCCCCN(CCO)CCO,-4.7801182897
CCCCOC(=O)c1ccc(C(=O)OCCCC)c(c1)C(=O)OCCCC,-4.807173711
CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(O)cc4,-4.8285219564
CO[Si](CCCOC(=O)C=C)(OC)OC,-4.6063887787
CCCCCCCCCCCO,-4.4804406676
[O-][B][O-],-2.3407335191
CC1(C)[C@H]2CC[C@]1(C)C(C2)OC(=O)C=C,-4.5830924552
CCCCC(CC)COC(=O)OOC(C)(C)C,-4.6599585126
CC1CC(CC(C)(C)C1)OC(=O)C(C)=C,-4.5985985087
Nc1ccccc1,-4.5021013295
CCCCCCCCCCCC([O-])=O,-4.9505314842
CCCCCCCCCCCCCCCCCC(O)=O,-4.9604194489
CC/C=C/CCOC(=O)c1ccccc1O,-4.6439814041
CC(C)[C@@H]1CC[C@@H](C)CC1=O,-2.4918772305
COC(=O)c1ccc(cc1[N+]([O-])=O)C(O)=O,-2.6570018481
Cc1cc(C)cc(C)c1,-3.382657059
CC(=O)OC(C)(C)CCCC(=C)C=C,-3.5974164985000003
Cc1ccc(cc1Cl)[N+]([O-])=O,-3.5442781768
CCCCCCCCCCCCCCCCCC[N+](C)(C)C,-3.8514567881
CCCN(CCC)CCC,-2.4722202552000003
N,1.4518068893
CC(C)CCOC(=O)CC(C)C,-3.5540595352999995
CCCCCC(CO)CCC,-3.5181985232
COC(=O)c1cccnc1,-0.4595508588
O[C@H]([C@@H](O)C(O)=O)C(O)=O,-2.6024346943
CC(C)(C)c1ccc(cc1)C(O)=O,-3.5779623367
[Cl-],-3.3235329498
[O-][Mo++]([O-])([O-])[O-],-1.6720680623
Nc1cccc2ccc(cc12)[S](O)(=O)=O,-1.6822793230000002
FC(F)C(F)(F)F,-1.4164957907
Cc1cccc(O)c1C,-1.4241960776
CCCCC(CC)C(=O)OOC(C)(C)C,-3.6695176909
CC(C)(O)CCc1ccccc1,-1.5556396769999998
CC(=O)Oc1ccc(cc1)[N+]([O-])=O,-2.5992568252
[NH3+]c1cc(cc(Cl)c1O)[N+]([O-])=O,-2.6990298363
CCC(O)COC1CCCCC1C(C)(C)C,-3.698734262
CC(C)C1CCC(C)CC1OO,-2.5888216416
CC(C)COC(=O)c1cc(N)c(Cl)c(N)c1,-2.738284824
OC1(CCCCC1)C(=O)c2ccccc2,-2.6647801935
NNCc1ccccc1,-1.6467890106
CCOc1nc2cccc(C(O)=O)c2n1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5,-6.4977813968
CN(C=O)c1ccccc1,-1.4947809467
Nc1ccc(cc1[S](O)(=O)=O)[S](O)(=O)=O,-1.7700930025
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,-2.5604043774000003
COc1ccc(cc1[N+]([O-])=O)C(O)=O,-2.6613195143
CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2=O,-2.8204596094
CC(C)(C)C(=O)OCCc1ccccc1,-3.6752800895
CC(OC(C)=O)C1CCCCC1,-3.5976237668
CC(=O)CCC1=C(C)CCCC1(C)C,-3.6550445763
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc2ccccc2,-1.020958606
CCCCCCO,-1.382910122
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.5706235426
CC/C(C)=C/CC/C(C)=C/C#N,-3.5896411422
COC(C)(C)C,-0.3235268543
Nc1ccc(cc1[S]([O-])(=O)=O)[N+]([O-])=O,-1.7677385178999998
Nc1cc(cc(c1O)[S](O)(=O)=O)[N+]([O-])=O,-1.7662055678
OCCN(CCO)c1nc(Nc2ccc(cc2)[S]([O-])(=O)=O)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccc(cc6)[S]([O-])(=O)=O)nc(n5)N(CCO)CCO)c(c4)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O)n1,-0.4642868095
COC(=O)c1ccccc1C(=O)OC,-1.6861579246
CCCCCC1CCCC(=O)O1,-1.6290322311
CCOC(=O)CC(=O)C(F)(F)F,-1.6630244633000002
[O-][N+](=O)OCCOCCO[N+]([O-])=O,-1.6904508209
O[Si](O)(c1ccccc1)c2ccccc2,-2.7330206215
CCCCCOC(=O)CCCC,-3.6244813037
[O-]C(=O)C([O-])=O,-3.556228502
CC\C=C/CCOC(=O)c1ccccc1,-3.7048974167
COC(=O)c1ccc(c(N)c1)C(=O)OC,-3.7185037648
CCCC(CC)CCCCCCCN,-3.6976259568
OC(=O)CCCCCCCCCCC(O)=O,-3.7602414897
CC(O)CSCCCCCCCCC(C)(C)C,-4.7309406924
CCCCCCCCCCCC(O)=O,-4.6195835711
CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4,-4.9450169862
CCCCC(CC)COC(=O)CS,-4.635481621399999
CCC(C)(C)c1ccccc1,-4.5007459195
CC(CCC=O)C1C(=CCCC1(C)C)C,-4.6532020914
CCCCCCCCCC(=O)OC,-4.6267485225
[O-]C([O-])=O,-5.0220270242
CCCCN(CCCC)C(=O)N(CCCC)CCCC,-4.8205954965
CCOC1(C)CCC2C(=C)C1CCC2(C)C,-4.7342962454
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.8603775493
Cc1cc(cc(C)c1CC#N)C(C)(C)C,-4.7018118295
O=C1NC(=O)c2cccc3cccc1c23,-4.6928315029
CCCC[Sn](=O)CCCC,-4.7940381830000005
CCCCC(CC)C([O-])=O,-5.1134043257
COC(=O)c1ccc(C)cc1,-2.5767203524
Nc1ccccc1N,-0.4396098787
Cc1cc(ccc1N)[S]([O-])(=O)=O,-1.7295012251
CC(C)CCCC(C)CC#N,-3.5877591379
[O-][Mo]([O-])(=O)=O,-3.7036943449
O=C1CCCCCN1C(=O)c2cccc(c2)C(=O)N3CCCCCC3=O,-3.9583461947
CC(C)=CCC\C(C)=C\CCC(C)=O,-3.6974484249
CCCCCC(=O)OCC=C,-2.6105517594
Nc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O,-1.7648130029
Fc1ccc(cc1)C(=O)CCCCl,-2.7226339225
CC(C)[Si](OC(=O)C=C)(C(C)C)C(C)C,-4.9437379631
CC(C)OC(=O)CCC(=O)OC(C)C,-1.7293168462
Cc1ccc(N\N=C\2C(=O)C(=Cc3ccccc23)C([O-])=O)c(c1)[S]([O-])(=O)=O,-4.1057301532
NC(=O)C(F)(F)F,-1.4850227408
CCC(C)(C)C1CCC(=O)CC1,-2.6568927779
Cc1ccc(cc1[N+]([O-])=O)[S](C)(=O)=O,-2.7647010816
CCCCCCC#CC(=O)OC,-3.6518876662
CCCCCCCCCCO,-3.6312380365
COc1ccc(OC)c(Cl)c1,-2.6724024043
OCCOc1ccc2ccccc2c1,-2.7142946902
CCCCOc1ccccc1,-3.6132495633
O=C(OCCOCCOC(=O)c1ccccc1)c2ccccc2,-3.937488879
CCCCCCCC\C=C/CCCCCCCCNCCCN,-3.9550420009
Clc1ccc(Cl)c(Cl)c1,-3.7024520783
Cc1c(CO)nccc1OCC(F)(F)F,-1.7920737105000002
COC,0.8843659201
COc1cc(\C=C\C(O)=O)cc(OC)c1OC,-2.830470194
[O-]P=O,0.1236633717
BrCCCCBr,-2.7902167817000003
CCCCOC(=O)CCCCC(=O)OCCCC,-3.8681538696
Cc1ccc(c(O)c1)C(C)(C)C,-2.672674663
COC(=O)c1ccc(C(=O)OC)c(c1)[N+]([O-])=O,-2.8359048818
CC([O-])=O,0.2936043702
C=CC(=O)OCCCCCCOC(=O)C=C,-2.8193366955
CCCCCCCCCC(=O)N(C)C,-2.7681111795
Nc1ccc(cc1)N=Nc2ccccc2,-3.7597030757
Cc1ccc(O)c(c1)C(C)(C)C,-2.6917536232
C[N+](C)(C)c1ccccc1,0.2877472965
CCCCC(O)=O,-0.490652149
CC(O)C(C)Cc1ccccc1,-1.6969729899
CCCCC(C(=O)OCC)C(=O)OCC,-2.8164963969
FC(F)(F)c1ccc(Cl)cc1,-3.7276952246
C\C=C\OC1CCC(CC1)O\C=C\C,-3.9037320907
CCCCCCCCCCC(C)CCCCCCCC,-6.4511045339
NC(=O)N=NC(N)=O,-3.5462434596
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,-3.7960463334
CC(Cc1ccc(cc1)C(C)(C)C)C=O,-3.7917820609
[C-]#[O+],-2.9287991689
CCC(C)(C)Cl,-2.5105450102
N#CCN(CCN(CC#N)CC#N)CC#N,-2.8204043469
CC(C)(C)OOC(=O)c1ccccc1,-2.7764329492
